,Geography,Estimate!!Total,Estimate!!Total!!U.S. citizen born in the United States,Estimate!!Total!!U.S. citizen born in Puerto Rico or U.S. Island Areas,Estimate!!Total!!U.S. citizen born abroad of American parent(s),Estimate!!Total!!U.S. citizen by naturalization,Estimate!!Total!!Not a U.S. citizen,NAME,state,county,tract
7458,1400000US06095252314,4144,3134,146,92,477,295,"Census Tract 2523.14, Solano County, California",06,095,252314
7459,1400000US06095252315,4910,3896,38,120,693,163,"Census Tract 2523.15, Solano County, California",06,095,252315
7460,1400000US06095252316,3888,2779,0,60,569,480,"Census Tract 2523.16, Solano County, California",06,095,252316
7461,1400000US06095252317,8184,6112,73,359,1354,286,"Census Tract 2523.17, Solano County, California",06,095,252317
7462,1400000US06095252401,4570,3078,40,22,709,721,"Census Tract 2524.01, Solano County, California",06,095,252401
7463,1400000US06095252402,5329,3570,37,78,710,934,"Census Tract 2524.02, Solano County, California",06,095,252402
7464,1400000US06095252501,2753,1875,0,30,283,565,"Census Tract 2525.01, Solano County, California",06,095,252501
7465,1400000US06095252502,2289,1857,8,23,96,305,"Census Tract 2525.02, Solano County, California",06,095,252502
7466,1400000US06095252604,3424,2645,0,46,254,479,"Census Tract 2526.04, Solano County, California",06,095,252604
7467,1400000US06095252605,6030,4119,0,20,455,1436,"Census Tract 2526.05, Solano County, California",06,095,252605
7468,1400000US06095252606,5608,3623,34,89,657,1205,"Census Tract 2526.06, Solano County, California",06,095,252606
7469,1400000US06095252607,4449,2963,9,80,344,1053,"Census Tract 2526.07, Solano County, California",06,095,252607
7470,1400000US06095252608,4311,3063,0,52,291,905,"Census Tract 2526.08, Solano County, California",06,095,252608
7471,1400000US06095252610,2973,2387,26,60,378,122,"Census Tract 2526.10, Solano County, California",06,095,252610
7472,1400000US06095252611,3700,2817,0,50,349,484,"Census Tract 2526.11, Solano County, California",06,095,252611
7473,1400000US06095252702,6833,4885,15,79,1191,663,"Census Tract 2527.02, Solano County, California",06,095,252702
7474,1400000US06095252703,4063,2951,0,47,510,555,"Census Tract 2527.03, Solano County, California",06,095,252703
7475,1400000US06095252704,5340,4032,114,83,833,278,"Census Tract 2527.04, Solano County, California",06,095,252704
7476,1400000US06095252705,6098,4491,8,87,1024,488,"Census Tract 2527.05, Solano County, California",06,095,252705
7477,1400000US06095252706,3791,2944,0,89,646,112,"Census Tract 2527.06, Solano County, California",06,095,252706
7478,1400000US06095252707,5707,4733,0,203,420,351,"Census Tract 2527.07, Solano County, California",06,095,252707
7479,1400000US06095252801,3029,2631,54,105,146,93,"Census Tract 2528.01, Solano County, California",06,095,252801
7480,1400000US06095252802,1121,954,0,108,55,4,"Census Tract 2528.02, Solano County, California",06,095,252802
7481,1400000US06095252903,4163,3762,5,60,293,43,"Census Tract 2529.03, Solano County, California",06,095,252903
7482,1400000US06095252904,6322,5396,10,34,471,411,"Census Tract 2529.04, Solano County, California",06,095,252904
7483,1400000US06095252908,4178,3588,114,76,241,159,"Census Tract 2529.08, Solano County, California",06,095,252908
7484,1400000US06095252909,3083,2799,13,80,168,23,"Census Tract 2529.09, Solano County, California",06,095,252909
7485,1400000US06095252910,5896,5191,106,108,268,223,"Census Tract 2529.10, Solano County, California",06,095,252910
7486,1400000US06095252911,4953,4261,0,89,401,202,"Census Tract 2529.11, Solano County, California",06,095,252911
7487,1400000US06095252912,5640,5047,9,97,383,104,"Census Tract 2529.12, Solano County, California",06,095,252912
7488,1400000US06095252913,5173,4314,9,226,438,186,"Census Tract 2529.13, Solano County, California",06,095,252913
7489,1400000US06095252914,5889,5075,75,103,452,184,"Census Tract 2529.14, Solano County, California",06,095,252914
7490,1400000US06095252915,4554,3555,43,56,711,189,"Census Tract 2529.15, Solano County, California",06,095,252915
7491,1400000US06095253000,6368,5627,29,32,118,562,"Census Tract 2530, Solano County, California",06,095,253000
7492,1400000US06095253101,5278,4580,0,54,279,365,"Census Tract 2531.01, Solano County, California",06,095,253101
7493,1400000US06095253105,6050,5164,58,101,344,383,"Census Tract 2531.05, Solano County, California",06,095,253105
7494,1400000US06095253106,3503,2974,6,70,241,212,"Census Tract 2531.06, Solano County, California",06,095,253106
7495,1400000US06095253107,6136,5400,0,152,246,338,"Census Tract 2531.07, Solano County, California",06,095,253107
7496,1400000US06095253108,5028,3986,12,172,519,339,"Census Tract 2531.08, Solano County, California",06,095,253108
7497,1400000US06095253201,4729,4512,11,73,123,10,"Census Tract 2532.01, Solano County, California",06,095,253201
7498,1400000US06095253203,4139,3824,0,58,156,101,"Census Tract 2532.03, Solano County, California",06,095,253203
7499,1400000US06095253204,7621,6203,21,53,420,924,"Census Tract 2532.04, Solano County, California",06,095,253204
7500,1400000US06095253205,3107,2497,14,24,181,391,"Census Tract 2532.05, Solano County, California",06,095,253205
7501,1400000US06095253206,3092,2678,0,36,195,183,"Census Tract 2532.06, Solano County, California",06,095,253206
7502,1400000US06095253300,2839,2302,0,26,172,339,"Census Tract 2533, Solano County, California",06,095,253300
7503,1400000US06095253402,7717,5460,0,24,774,1459,"Census Tract 2534.02, Solano County, California",06,095,253402
7504,1400000US06095253403,5225,4417,0,56,505,247,"Census Tract 2534.03, Solano County, California",06,095,253403
7505,1400000US06095253404,6760,5397,19,11,289,1044,"Census Tract 2534.04, Solano County, California",06,095,253404
7506,1400000US06095253500,10075,8441,10,167,817,640,"Census Tract 2535, Solano County, California",06,095,253500
7507,1400000US06095980000,0,0,0,0,0,0,"Census Tract 9800, Solano County, California",06,095,980000
7508,1400000US06097150100,2510,2182,0,75,114,139,"Census Tract 1501, Sonoma County, California",06,097,150100
7509,1400000US06097150202,4557,3879,0,28,529,121,"Census Tract 1502.02, Sonoma County, California",06,097,150202
7510,1400000US06097150203,4965,4140,83,32,335,375,"Census Tract 1502.03, Sonoma County, California",06,097,150203
7511,1400000US06097150204,3824,3497,9,20,171,127,"Census Tract 1502.04, Sonoma County, California",06,097,150204
7512,1400000US06097150303,4664,4185,0,21,289,169,"Census Tract 1503.03, Sonoma County, California",06,097,150303
7513,1400000US06097150304,6114,4975,17,65,200,857,"Census Tract 1503.04, Sonoma County, California",06,097,150304
7514,1400000US06097150305,6068,3503,0,72,507,1986,"Census Tract 1503.05, Sonoma County, California",06,097,150305
7515,1400000US06097150306,4205,3148,18,43,212,784,"Census Tract 1503.06, Sonoma County, California",06,097,150306
7516,1400000US06097150500,5102,4778,0,0,272,52,"Census Tract 1505, Sonoma County, California",06,097,150500
7517,1400000US06097150601,4588,3550,0,86,265,687,"Census Tract 1506.01, Sonoma County, California",06,097,150601
7518,1400000US06097150602,4172,3541,10,84,381,156,"Census Tract 1506.02, Sonoma County, California",06,097,150602
7519,1400000US06097150603,7116,5489,23,76,482,1046,"Census Tract 1506.03, Sonoma County, California",06,097,150603
7520,1400000US06097150607,5433,4402,8,104,605,314,"Census Tract 1506.07, Sonoma County, California",06,097,150607
7521,1400000US06097150609,4843,3804,0,38,491,510,"Census Tract 1506.09, Sonoma County, California",06,097,150609
7522,1400000US06097150610,3900,3451,0,0,247,202,"Census Tract 1506.10, Sonoma County, California",06,097,150610
7523,1400000US06097150611,4181,3180,0,101,338,562,"Census Tract 1506.11, Sonoma County, California",06,097,150611
